Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Year,Item_Type_New,Outlet,Item
DRG27,8.895,0,0.105323859,4,39.1138,OUT045,2002,2,1,1,609.207,11,Drinks,7,0
FDR02,16.7,0,0.022110425,4,110.8886,OUT045,2002,2,1,1,3558.0352,11,Food,7,1
DRG37,16.2,0,0.019374768,14,155.8972,OUT035,2004,2,1,1,2025.3636,9,Drinks,6,0
FDJ07,7.26,0,0.014482278,10,118.115,OUT018,2009,1,2,2,1864.24,4,Food,3,1
FDP32,6.65,0,0.087805788,6,126.7678,OUT049,1999,1,0,1,1907.517,14,Food,9,1
FDV59,13.35,0,0.048027043,1,218.9166,OUT046,1997,2,0,1,5660.6316,16,Food,8,1
FDP60,17.35,0,0.055908268,0,99.8016,OUT035,2004,2,1,1,607.2096,9,Food,6,1
FDE32,20.7,0,0.048522793,6,39.6506,OUT027,1985,1,2,3,1024.6662,28,Food,5,1
FDK26,5.46,1,0.032359413,3,187.424,OUT017,2007,2,1,1,3169.208,6,Food,2,1
FDW28,18.25,0,0.088807455,5,197.3452,OUT035,2004,2,1,1,2740.4328,9,Food,6,1
FDP56,8.185,0,0.046556408,6,47.7692,OUT049,1999,1,0,1,640.4996,14,Food,9,1
FDT25,7.5,0,0.050750977,3,122.2072,OUT046,1997,2,0,1,1960.1152,16,Food,8,1
FDQ12,12.65,0,0.035404052,0,230.601,OUT035,2004,2,1,1,2067.309,9,Food,6,1
FDR60,14.3,0,0.130390458,0,77.2328,OUT035,2004,2,1,1,231.6984,9,Food,6,1
FDZ10,17.85,0,0.074422769,13,128.002,OUT010,1998,2,2,0,253.004,15,Food,0,1
FDM13,6.425,0,0.105742544,2,130.5626,OUT010,1998,2,2,0,131.1626,15,Food,0,1
FDF26,6.825,1,0.046729336,3,153.4998,OUT045,2002,2,1,1,2153.1972,11,Food,7,1
FDN02,16.5,0,0.073470234,3,205.3638,OUT027,1985,1,2,3,5383.6588,28,Food,5,1
NCI30,20.25,0,0.058886477,9,245.546,OUT013,1987,0,2,1,1724.422,26,Non-Consumable,1,2
NCJ31,19.2,0,0.18293775,11,243.0196,OUT049,1999,1,0,1,3615.294,14,Non-Consumable,9,2
NCQ54,17.7,0,0.020993364,9,166.8474,OUT010,1998,2,2,0,168.4474,15,Non-Consumable,0,2
FDB02,9.695,1,0.029223424,3,175.437,OUT045,2002,2,1,1,2999.429,11,Food,7,1
FDC02,21.35,0,0.068489201,3,259.3278,OUT027,1985,1,2,3,4165.2448,28,Food,5,1
FDA11,7.75,0,0.043326511,0,95.6436,OUT045,2002,2,1,1,1134.5232,11,Food,7,1
DRI23,18.85,0,0.136532569,7,159.6578,OUT027,1985,1,2,3,2888.2404,28,Drinks,5,0
FDE04,19.75,1,0.018051091,5,179.866,OUT049,1999,1,0,1,2696.49,14,Food,9,1
FDW38,5.325,1,0.23212188,4,55.5298,OUT010,1998,2,2,0,53.9298,15,Food,0,1
FDG46,8.63,1,0.057620562,13,115.4518,OUT019,1985,2,0,0,113.8518,28,Food,4,1
NCJ05,18.7,0,0.045865089,8,152.3682,OUT027,1985,1,2,3,2287.023,28,Non-Consumable,5,2
FDU01,20.25,1,0.021002171,3,185.1924,OUT019,1985,2,0,0,555.2772,28,Food,4,1
FDY11,6.71,1,0.029727657,0,66.6142,OUT017,2007,2,1,1,1120.5414,6,Food,2,1
FDX60,14.35,0,0.080527065,0,79.296,OUT013,1987,0,2,1,719.064,26,Food,1,1
NCN29,15.2,0,0.016455219,8,47.8034,OUT049,1999,1,0,1,437.4306,14,Non-Consumable,9,2
FDT07,5.82,1,0.084633127,6,256.633,OUT049,1999,1,0,1,2050.664,14,Food,9,1
FDI21,5.59,1,0.056833394,13,61.9168,OUT018,2009,1,2,2,1214.4192,4,Food,3,1
FDI41,18.5,1,0.062256921,5,148.0418,OUT046,1997,2,0,1,2059.9852,16,Food,8,1
FDE10,6.67,1,0.089512542,13,133.1626,OUT027,1985,1,2,3,3672.5528,28,Food,5,1
FDQ28,14,1,0.060427062,5,153.5656,OUT046,1997,2,0,1,3089.312,16,Food,8,1
FDY32,7.605,0,0.216323008,6,165.021,OUT010,1998,2,2,0,815.605,15,Food,0,1
NCK05,20.1,0,0.135612397,8,61.1536,OUT019,1985,2,0,0,61.2536,28,Non-Consumable,4,2
FDH12,9.6,0,0.085125951,0,107.128,OUT045,2002,2,1,1,1278.336,11,Food,7,1
FDJ27,17.7,1,0.122565413,10,103.8674,OUT017,2007,2,1,1,1528.011,6,Food,2,1
DRL35,15.7,0,0.030720903,7,43.377,OUT010,1998,2,2,0,129.831,15,Drinks,0,0
NCY29,13.65,0,0.077670981,8,55.093,OUT017,2007,2,1,1,1301.639,6,Non-Consumable,2,2
FDC21,14.6,1,0.043201813,6,110.1254,OUT017,2007,2,1,1,1844.9318,6,Food,2,1
FDM33,15.6,0,0.088215871,13,220.1798,OUT017,2007,2,1,1,5068.7354,6,Food,2,1
DRJ39,20.25,0,0.036295834,4,217.5482,OUT013,1987,0,2,1,1095.241,26,Drinks,1,0
FDB22,8.02,0,0.186528819,13,151.9998,OUT010,1998,2,2,0,307.5996,15,Food,0,1
FDC32,18.35,0,0.099026525,6,93.8462,OUT013,1987,0,2,1,1295.6468,26,Food,1,1
FDD02,16.6,0,0.061646337,3,118.8124,OUT046,1997,2,0,1,2607.2728,16,Food,8,1
FDL28,10,1,0.063162608,5,228.6668,OUT035,2004,2,1,1,3455.502,9,Food,6,1
FDL39,16.1,1,0.063429818,4,179.4318,OUT049,1999,1,0,1,2345.6134,14,Food,9,1
FDV37,13,1,0.139785104,3,196.2426,OUT010,1998,2,2,0,197.7426,15,Food,0,1
FDA28,16.1,1,0.04807227,5,126.5362,OUT017,2007,2,1,1,1761.7068,6,Food,2,1
FDL04,19,0,0.112097433,5,105.5622,OUT049,1999,1,0,1,1905.5196,14,Food,9,1
FDR10,17.6,0,0.010037996,13,163.5552,OUT035,2004,2,1,1,3086.6488,9,Food,6,1
FDA39,6.32,0,0.012789884,10,39.1822,OUT017,2007,2,1,1,1060.6194,6,Food,2,1
FDR15,9.3,1,0.033431669,10,153.1314,OUT035,2004,2,1,1,4653.942,9,Food,6,1
FDQ40,11.1,1,0.03623131,5,175.0712,OUT017,2007,2,1,1,3339.6528,6,Food,2,1
DRG23,8.88,0,0.086360962,7,151.2682,OUT027,1985,1,2,3,2439.4912,28,Drinks,5,0
FDU36,6.15,0,0.046232445,0,99.4384,OUT013,1987,0,2,1,1379.5376,26,Food,1,1
FDF47,20.85,0,0.097618234,15,223.9746,OUT046,1997,2,0,1,897.4984,16,Food,8,1
FDH14,17.1,1,0.046808553,3,141.4838,OUT046,1997,2,0,1,1404.838,16,Food,8,1
FDO45,13.15,1,0.03810738,13,86.3856,OUT018,2009,1,2,2,615.1992,4,Food,3,1
FDK60,16.5,1,0.093846532,0,95.7068,OUT035,2004,2,1,1,1069.2748,9,Food,6,1
FDS43,11.65,0,0.040744057,6,185.924,OUT017,2007,2,1,1,4101.328,6,Food,2,1
FDN44,13.15,0,0.022831052,6,160.292,OUT049,1999,1,0,1,4793.76,14,Food,9,1
FDS34,19.35,1,0.076878416,13,113.9518,OUT049,1999,1,0,1,1138.518,14,Food,9,1
FDU20,19.35,1,0.021501067,6,122.2098,OUT045,2002,2,1,1,2771.7254,11,Food,7,1
FDP44,16.5,1,0.07964724,6,101.4332,OUT013,1987,0,2,1,1948.1308,26,Food,1,1
FDC02,21.35,0,0.068809463,3,258.5278,OUT035,2004,2,1,1,5206.556,9,Food,6,1
FDT56,16,1,0.115570552,6,57.5246,OUT035,2004,2,1,1,173.7738,9,Food,6,1
NCA06,20.5,0,0.143164371,9,34.919,OUT013,1987,0,2,1,73.238,26,Non-Consumable,1,2
FDE04,19.75,1,0.018008071,5,180.466,OUT013,1987,0,2,1,3415.554,26,Food,1,1
NCX06,17.6,0,0.015775777,9,179.1976,OUT017,2007,2,1,1,3803.0496,6,Non-Consumable,2,2
FDX49,4.615,1,0.102407778,3,234.33,OUT017,2007,2,1,1,3961.51,6,Food,2,1
DRM59,5.88,0,0.003606726,7,154.1998,OUT018,2009,1,2,2,1384.1982,4,Drinks,3,0
FDJ34,11.8,1,0.093801337,13,126.0704,OUT049,1999,1,0,1,1251.704,14,Food,9,1
FDP60,17.35,0,0.055965898,0,101.9016,OUT013,1987,0,2,1,1821.6288,26,Food,1,1
FDI07,12.35,1,0.033760862,10,196.9426,OUT046,1997,2,0,1,5141.3076,16,Food,8,1
FDV07,9.5,0,0.031131455,6,111.0228,OUT027,1985,1,2,3,3205.1612,28,Food,5,1
FDH41,9,0,0.082177842,5,214.1534,OUT045,2002,2,1,1,1720.4272,11,Food,7,1
NCB31,6.235,0,0.118858866,9,263.291,OUT049,1999,1,0,1,3418.883,14,Non-Consumable,9,2
FDW34,9.6,0,0.040043609,13,244.817,OUT035,2004,2,1,1,4374.306,9,Food,6,1
FDX45,16.75,0,0.105448901,13,156.163,OUT017,2007,2,1,1,782.315,6,Food,2,1
FDH14,17.1,1,0.046881328,3,141.3838,OUT049,1999,1,0,1,1685.8056,14,Food,9,1
FDF26,6.825,1,0.078057026,3,154.5998,OUT010,1998,2,2,0,153.7998,15,Food,0,1
FDU24,6.78,1,0.140955857,0,92.212,OUT017,2007,2,1,1,4101.328,6,Food,2,1
FDX11,16,1,0.107186944,0,181.9634,OUT018,2009,1,2,2,3453.5046,4,Food,3,1
FDF35,15,0,0.153960209,15,105.9938,OUT035,2004,2,1,1,1179.1318,9,Food,6,1
NCC43,7.39,0,0.093160853,9,251.3066,OUT018,2009,1,2,2,1004.0264,4,Non-Consumable,3,2
FDG29,17.6,0,0.05629192,5,42.5454,OUT046,1997,2,0,1,419.454,16,Food,8,1
FDS44,12.65,1,0.15604396,6,239.6538,OUT046,1997,2,0,1,3845.6608,16,Food,8,1
FDZ10,17.85,0,0.044463491,13,127.102,OUT046,1997,2,0,1,2024.032,16,Food,8,1
FDC52,11.15,1,0.00827301,4,150.4708,OUT013,1987,0,2,1,1956.1204,26,Food,1,1
DRL35,15.7,0,0.030697825,7,42.877,OUT035,2004,2,1,1,1168.479,9,Drinks,6,0
NCP55,14.65,0,0.01330976,11,56.4614,OUT010,1998,2,2,0,55.2614,15,Non-Consumable,0,2
FDV38,19.25,0,0.101281,4,55.0956,OUT027,1985,1,2,3,2020.0372,28,Food,5,1
FDL44,18.25,0,0.012300013,6,160.4894,OUT045,2002,2,1,1,3073.9986,11,Food,7,1
FDZ47,20.7,1,0.079227544,0,98.7042,OUT017,2007,2,1,1,1884.8798,6,Food,2,1
FDT45,15.85,0,0.057313443,13,53.3956,OUT046,1997,2,0,1,1364.89,16,Food,8,1
FDN23,6.575,1,0.075625152,1,145.7444,OUT049,1999,1,0,1,3193.1768,14,Food,9,1
NCP43,17.75,0,0.030568919,11,177.866,OUT045,2002,2,1,1,2336.958,11,Non-Consumable,7,2
DRJ24,11.8,0,0.198424841,14,185.2924,OUT019,1985,2,0,0,370.1848,28,Drinks,4,0
FDA02,14,1,0.029578726,4,143.5786,OUT027,1985,1,2,3,3756.4436,28,Food,5,1
FDH33,12.85,0,0.213125482,13,44.9428,OUT019,1985,2,0,0,175.7712,28,Food,4,1
FDF56,16.7,1,0.120137953,6,181.2976,OUT017,2007,2,1,1,3078.6592,6,Food,2,1
NCN26,10.85,0,0.028679894,9,115.1808,OUT046,1997,2,0,1,2109.2544,16,Non-Consumable,8,2
FDD22,10,0,0.099804623,13,113.7544,OUT049,1999,1,0,1,3243.7776,14,Food,9,1
FDU15,13.65,1,0.044526443,10,37.9532,OUT010,1998,2,2,0,71.9064,15,Food,0,1
FDB41,19,1,0.162882227,5,46.8718,OUT010,1998,2,2,0,189.0872,15,Food,0,1
FDZ35,9.6,1,0.022404493,1,102.499,OUT017,2007,2,1,1,2579.975,6,Food,2,1
FDT60,12,0,0.075975642,0,124.1388,OUT017,2007,2,1,1,1486.0656,6,Food,2,1
FDE51,5.925,1,0.09644909,4,43.8086,OUT035,2004,2,1,1,312.2602,9,Food,6,1
NCQ06,13,0,0.041816615,9,254.5014,OUT035,2004,2,1,1,4845.0266,9,Non-Consumable,6,2
FDS28,8.18,1,0.082867689,5,58.5588,OUT017,2007,2,1,1,171.7764,6,Food,2,1
FDH32,12.8,0,0.076214289,6,96.541,OUT045,2002,2,1,1,1834.279,11,Food,7,1
FDW37,19.2,0,0.124301968,3,89.7488,OUT045,2002,2,1,1,2082.6224,11,Food,7,1
FDY33,14.5,1,0.097201128,13,159.4262,OUT046,1997,2,0,1,2705.1454,16,Food,8,1
FDF17,5.19,0,0.042861968,5,196.811,OUT017,2007,2,1,1,3731.809,6,Food,2,1
FDG56,13.3,1,0.0713931,6,61.0536,OUT013,1987,0,2,1,1592.5936,26,Food,1,1
NCB18,19.6,0,0.041256807,9,88.8514,OUT013,1987,0,2,1,2125.2336,26,Non-Consumable,1,2
FDU14,17.75,0,0.034746076,4,248.275,OUT035,2004,2,1,1,998.7,9,Food,6,1
FDU22,12.35,0,0.093441604,13,119.1124,OUT049,1999,1,0,1,3673.8844,14,Food,9,1
NCV41,14.35,0,0.017024598,8,109.8228,OUT013,1987,0,2,1,2099.9332,26,Non-Consumable,1,2
FDY52,6.365,0,0.007363189,5,63.2536,OUT045,2002,2,1,1,1225.072,11,Food,7,1
DRG48,5.78,0,0.014484582,14,143.9102,OUT027,1985,1,2,3,3062.0142,28,Drinks,5,0
FDU01,20.25,1,0.011937183,3,184.7924,OUT027,1985,1,2,3,4442.2176,28,Food,5,1
NCP53,14.75,0,0.032862976,8,238.6906,OUT013,1987,0,2,1,4278.4308,26,Non-Consumable,1,2
FDC17,12.15,0,0.015484763,5,211.9928,OUT049,1999,1,0,1,631.1784,14,Food,9,1
NCZ30,6.59,0,0.026163192,9,121.5098,OUT013,1987,0,2,1,602.549,26,Non-Consumable,1,2
FDK03,12.6,1,0.073920438,4,255.6356,OUT046,1997,2,0,1,2797.6916,16,Food,8,1
FDE08,18.2,0,0.086352403,6,149.8734,OUT019,1985,2,0,0,445.4202,28,Food,4,1
NCM07,9.395,0,0.03976832,11,83.9908,OUT027,1985,1,2,3,2348.9424,28,Non-Consumable,5,2
FDY35,17.6,1,0.015950066,1,47.7402,OUT027,1985,1,2,3,1975.4286,28,Food,5,1
FDS28,8.18,1,0.082002559,5,59.2588,OUT027,1985,1,2,3,1374.2112,28,Food,5,1
FDI56,7.325,0,0.093307668,6,92.7146,OUT013,1987,0,2,1,2006.7212,26,Food,1,1
FDR23,15.85,0,0.143199389,1,175.837,OUT019,1985,2,0,0,352.874,28,Food,4,1
FDF29,15.1,1,0.019965179,5,130.531,OUT049,1999,1,0,1,908.817,14,Food,9,1
FDA47,10.5,1,0.116108797,0,164.121,OUT027,1985,1,2,3,6035.477,28,Food,5,1
FDI10,8.51,1,0.078339081,13,172.9422,OUT013,1987,0,2,1,1379.5376,26,Food,1,1
FDC45,17,0,0.237651344,6,170.2106,OUT019,1985,2,0,0,171.1106,28,Food,4,1
FDA27,20.35,1,0.031102571,4,257.2672,OUT017,2007,2,1,1,2045.3376,6,Food,2,1
NCR41,17.85,0,0.018097419,8,96.9094,OUT018,2009,1,2,2,1332.9316,4,Non-Consumable,3,2
FDR09,18.25,0,0.078041216,13,258.4962,OUT018,2009,1,2,2,2848.9582,4,Food,3,1
NCB06,17.6,0,0.08226356,8,160.492,OUT013,1987,0,2,1,1278.336,26,Non-Consumable,1,2
FDE53,10.895,0,0.026880159,5,106.428,OUT046,1997,2,0,1,1491.392,16,Food,8,1
DRE27,11.85,0,0.222063351,4,99.6726,OUT010,1998,2,2,0,195.7452,15,Drinks,0,0
NCA06,20.5,0,0.142589751,9,35.919,OUT027,1985,1,2,3,585.904,28,Non-Consumable,5,2
FDL56,14.1,0,0.126292985,6,88.6198,OUT018,2009,1,2,2,1133.8574,4,Food,3,1
FDT09,15.15,1,0.012260981,13,131.7284,OUT035,2004,2,1,1,1186.4556,9,Food,6,1
DRH03,17.25,0,0.05869048,4,91.612,OUT010,1998,2,2,0,93.212,15,Drinks,0,0
NCQ53,17.6,0,0.018982338,8,237.059,OUT018,2009,1,2,2,2836.308,4,Non-Consumable,3,2
NCT18,14.6,0,0.059405152,9,179.6976,OUT046,1997,2,0,1,3621.952,16,Non-Consumable,8,2
FDL43,10.1,0,0.027059264,10,76.467,OUT035,2004,2,1,1,1761.041,9,Food,6,1
FDJ53,10.5,0,0.071244438,5,119.2098,OUT035,2004,2,1,1,1325.6078,9,Food,6,1
NCQ02,12.6,0,0.007455054,9,186.9556,OUT035,2004,2,1,1,3942.8676,9,Non-Consumable,6,2
NCJ05,18.7,0,0.046088273,8,153.6682,OUT046,1997,2,0,1,3506.7686,16,Non-Consumable,8,2
FDT40,5.985,0,0.096185556,5,127.1678,OUT018,2009,1,2,2,3560.6984,4,Food,3,1
FDA48,12.1,0,0.11487406,0,221.4114,OUT046,1997,2,0,1,5099.3622,16,Food,8,1
FDV37,13,1,0.083643716,3,196.0426,OUT049,1999,1,0,1,2570.6538,14,Food,9,1
FDX07,19.2,1,0.022965292,6,181.695,OUT045,2002,2,1,1,2563.33,11,Food,7,1
DRG48,5.78,0,0.014584584,14,146.3102,OUT045,2002,2,1,1,2187.153,11,Drinks,7,0
FDF44,7.17,1,0.059716729,6,130.9968,OUT035,2004,2,1,1,2348.9424,9,Food,6,1
FDS24,20.85,1,0.062224479,0,88.1514,OUT046,1997,2,0,1,1682.4766,16,Food,8,1
NCQ50,18.75,0,0.034360687,9,215.7218,OUT049,1999,1,0,1,4274.436,14,Non-Consumable,9,2
FDT25,7.5,0,0.050708743,3,123.4072,OUT013,1987,0,2,1,3185.1872,26,Food,1,1
FDO03,10.395,1,0.036957777,10,230.5352,OUT045,2002,2,1,1,4580.704,11,Food,7,1
FDJ55,12.8,1,0.023530953,10,223.5404,OUT046,1997,2,0,1,1800.3232,16,Food,8,1
FDM36,11.65,1,0.058681957,0,170.4422,OUT013,1987,0,2,1,517.3266,26,Food,1,1
FDM21,20.2,0,0.064728148,13,258.0646,OUT017,2007,2,1,1,5668.6212,6,Food,2,1
FDK58,11.35,1,0.050626761,13,103.0016,OUT035,2004,2,1,1,2125.2336,9,Food,6,1
FDD26,8.71,1,0.120773451,3,186.5924,OUT010,1998,2,2,0,555.2772,15,Food,0,1
FDW57,8.31,1,0.115911972,13,177.3028,OUT045,2002,2,1,1,1948.1308,11,Food,7,1
FDT32,19,1,0.10985775,6,188.8214,OUT010,1998,2,2,0,188.4214,15,Food,0,1
FDT25,7.5,0,0.050853901,3,121.7072,OUT045,2002,2,1,1,367.5216,11,Food,7,1
NCB19,6.525,0,0.090295708,9,84.6882,OUT046,1997,2,0,1,601.2174,16,Non-Consumable,8,2
FDD05,19.35,0,0.029084548,5,122.0098,OUT019,1985,2,0,0,361.5294,28,Food,4,1
NCE54,20.7,0,0.026769592,9,77.0354,OUT027,1985,1,2,3,2332.2974,28,Non-Consumable,5,2
FDO39,6.985,1,0.137580452,10,182.8608,OUT049,1999,1,0,1,4042.7376,14,Food,9,1
NCV06,11.3,0,0.066816565,9,192.2478,OUT045,2002,2,1,1,1356.2346,11,Non-Consumable,7,2
DRB13,6.115,1,0.01179078,14,189.053,OUT010,1998,2,2,0,948.765,15,Drinks,0,0
FDX51,9.5,1,0.036921781,10,194.2452,OUT010,1998,2,2,0,782.9808,15,Food,0,1
FDC38,15.7,0,0.122742389,3,134.2942,OUT045,2002,2,1,1,1192.4478,11,Food,7,1
FDD04,16,0,0.089971292,4,143.2154,OUT046,1997,2,0,1,1701.7848,16,Food,8,1
FDC05,13.1,1,0.099186992,5,198.7768,OUT018,2009,1,2,2,3153.2288,4,Food,3,1
DRJ59,11.65,0,0.021993495,7,39.0164,OUT027,1985,1,2,3,1042.6428,28,Drinks,5,0
FDL22,16.85,0,0.036596012,13,90.6488,OUT017,2007,2,1,1,633.8416,6,Food,2,1
DRH13,8.575,0,0.041821227,14,107.628,OUT019,1985,2,0,0,213.056,28,Drinks,4,0
FDV22,14.85,1,0.016635488,13,157.563,OUT010,1998,2,2,0,312.926,15,Food,0,1
FDP07,18.2,0,0.090084098,6,197.211,OUT045,2002,2,1,1,3142.576,11,Food,7,1
FDK27,11,0,0.008960445,10,119.1756,OUT049,1999,1,0,1,1696.4584,14,Food,9,1
FDP31,21.1,1,0.162418495,6,64.9168,OUT017,2007,2,1,1,639.168,6,Food,2,1
NCI54,15.2,0,0.056237906,9,110.7912,OUT010,1998,2,2,0,109.1912,15,Non-Consumable,0,2
DRK35,8.365,0,0.071498575,7,37.7506,OUT027,1985,1,2,3,796.9626,28,Drinks,5,0
NCO07,9.06,0,0.009791467,11,213.256,OUT049,1999,1,0,1,4687.232,14,Non-Consumable,9,2
FDN31,11.5,0,0.072820885,6,191.253,OUT013,1987,0,2,1,3036.048,26,Food,1,1
NCO02,11.15,0,0.073354286,11,66.8142,OUT035,2004,2,1,1,2372.9112,9,Non-Consumable,6,2
FDQ26,13.5,1,0.068010049,4,57.2562,OUT045,2002,2,1,1,770.3306,11,Food,7,1
FDQ07,15.1,1,0.087406863,6,221.8456,OUT046,1997,2,0,1,663.1368,16,Food,8,1
FDB49,8.3,1,0.030198228,0,98.2384,OUT049,1999,1,0,1,2167.8448,14,Food,9,1
FDY44,14.15,1,0.024442501,6,196.411,OUT049,1999,1,0,1,2749.754,14,Food,9,1
NCI54,15.2,0,0.033436336,9,107.3912,OUT027,1985,1,2,3,3057.3536,28,Non-Consumable,5,2
FDV44,8.365,1,0.039844429,6,190.1188,OUT046,1997,2,0,1,1904.188,16,Food,8,1
FDI48,11.85,1,0.055805027,0,53.0666,OUT049,1999,1,0,1,512.666,14,Food,9,1
NCL05,19.6,0,0.047888606,8,42.277,OUT035,2004,2,1,1,605.878,9,Non-Consumable,6,2
FDT32,19,1,0.065735977,6,189.6214,OUT049,1999,1,0,1,2826.321,14,Food,9,1
FDM10,18.25,0,0.076089711,13,212.9218,OUT049,1999,1,0,1,3846.9924,14,Food,9,1
FDS21,19.85,1,0.020908608,13,63.5194,OUT049,1999,1,0,1,557.2746,14,Food,9,1
FDD11,12.85,0,0.030678825,15,251.704,OUT045,2002,2,1,1,3542.056,11,Food,7,1
FDL04,19,0,0.111381428,5,106.7622,OUT027,1985,1,2,3,2964.1416,28,Food,5,1
FDO58,19.6,0,0.039738393,13,163.7526,OUT018,2009,1,2,2,2960.1468,4,Food,3,1
FDQ08,15.7,1,0.01903743,6,60.5536,OUT017,2007,2,1,1,490.0288,6,Food,2,1
FDT28,13.3,0,0.06356617,5,151.3708,OUT046,1997,2,0,1,3611.2992,16,Food,8,1
FDT22,10.395,0,0.112553853,13,59.022,OUT018,2009,1,2,2,1378.206,4,Food,3,1
FDB58,10.5,1,0.013493914,13,143.7154,OUT035,2004,2,1,1,3119.9388,9,Food,6,1
FDN45,19.35,0,0.118102769,13,224.8088,OUT046,1997,2,0,1,2013.3792,16,Food,8,1
FDZ45,14.1,0,0.06682033,13,198.9084,OUT013,1987,0,2,1,4761.8016,26,Food,1,1
FDJ38,8.6,1,0.040205535,3,188.753,OUT046,1997,2,0,1,7590.12,16,Food,8,1
NCT06,17.1,0,0.038816115,9,166.4842,OUT045,2002,2,1,1,1326.2736,11,Non-Consumable,7,2
FDU21,11.8,1,0.076348933,13,32.8558,OUT027,1985,1,2,3,713.0718,28,Food,5,1
NCP30,20.5,0,0.032819637,9,38.9822,OUT049,1999,1,0,1,982.055,14,Non-Consumable,9,2
FDR27,15.1,1,0.096249842,10,134.4942,OUT049,1999,1,0,1,2119.9072,14,Food,9,1
FDW39,6.69,1,0.042446314,10,176.937,OUT017,2007,2,1,1,4234.488,6,Food,2,1
DRZ24,7.535,0,0.081984113,14,121.044,OUT027,1985,1,2,3,2396.88,28,Drinks,5,0
FDK21,7.905,0,0.010003987,13,250.7408,OUT013,1987,0,2,1,5757.8384,26,Food,1,1
FDJ04,18,0,0.124452048,5,118.5124,OUT046,1997,2,0,1,1303.6364,16,Food,8,1
FDZ13,7.84,1,0.154363209,3,50.835,OUT017,2007,2,1,1,599.22,6,Food,2,1
FDS16,15.15,1,0.066551268,5,144.676,OUT017,2007,2,1,1,3954.852,6,Food,2,1
FDD56,15.2,1,0.173703549,6,175.8054,OUT010,1998,2,2,0,1050.6324,15,Food,0,1
FDI57,19.85,0,0.054025644,12,197.2768,OUT046,1997,2,0,1,6503.5344,16,Food,8,1
FDQ12,12.65,0,0.03523927,0,231.601,OUT027,1985,1,2,3,5972.226,28,Food,5,1
FDI56,7.325,0,0.093385381,6,91.3146,OUT046,1997,2,0,1,1641.8628,16,Food,8,1
NCT42,5.88,0,0.024937792,9,148.4392,OUT045,2002,2,1,1,2087.9488,11,Non-Consumable,7,2
FDM25,10.695,1,0.060654268,2,174.7712,OUT035,2004,2,1,1,3339.6528,9,Food,6,1
DRB25,12.3,0,0.06912336,14,106.0938,OUT027,1985,1,2,3,2787.0388,28,Drinks,5,0
NCY30,20.25,0,0.025953257,9,179.5976,OUT046,1997,2,0,1,2535.3664,16,Non-Consumable,8,2
FDD44,8.05,1,0.07884393,6,257.0646,OUT017,2007,2,1,1,8760.5964,6,Food,2,1
FDK45,11.65,0,0.033851785,12,112.186,OUT035,2004,2,1,1,1018.674,9,Food,6,1
FDN45,19.35,0,0.118342285,13,222.6088,OUT045,2002,2,1,1,1789.6704,11,Food,7,1
FDQ09,7.235,0,0.058121214,13,115.8834,OUT035,2004,2,1,1,1382.2008,9,Food,6,1
FDC17,12.15,0,0.015457803,5,209.9928,OUT035,2004,2,1,1,5259.82,9,Food,6,1
FDD45,8.615,0,0.116152226,6,94.1436,OUT013,1987,0,2,1,1512.6976,26,Food,1,1
FDD41,6.765,1,0.087260103,5,105.0306,OUT046,1997,2,0,1,2090.612,16,Food,8,1
FDU46,10.3,1,0.0111263,13,87.254,OUT046,1997,2,0,1,1211.756,16,Food,8,1
FDO45,13.15,1,0.038167453,13,89.4856,OUT017,2007,2,1,1,1230.3984,6,Food,2,1
FDG41,8.84,1,0.076547632,5,109.5228,OUT035,2004,2,1,1,1657.842,9,Food,6,1
DRC13,8.26,1,0.032544745,14,122.573,OUT045,2002,2,1,1,739.038,11,Drinks,7,0
FDX50,20.1,0,0.074931201,4,108.9228,OUT018,2009,1,2,2,1105.228,4,Food,3,1
FDK56,9.695,0,0.130075742,6,185.1898,OUT035,2004,2,1,1,2619.2572,9,Food,6,1
NCL18,18.85,0,0.16758389,9,194.6136,OUT046,1997,2,0,1,2721.7904,16,Non-Consumable,8,2
FDN57,18.25,0,0.054318517,13,140.9154,OUT049,1999,1,0,1,6381.693,14,Food,9,1
FDX03,15.85,1,0.060800116,10,44.4744,OUT027,1985,1,2,3,769.6648,28,Food,5,1
NCU17,5.32,0,0.093011506,8,101.7674,OUT013,1987,0,2,1,1120.5414,26,Non-Consumable,1,2
FDL14,8.115,1,0.032152786,3,157.3972,OUT035,2004,2,1,1,1869.5664,9,Food,6,1
NCU18,15.1,0,0.055840055,9,139.8496,OUT046,1997,2,0,1,1411.496,16,Non-Consumable,8,2
NCH43,8.42,0,0.070968081,9,215.9192,OUT017,2007,2,1,1,1941.4728,6,Non-Consumable,2,2
FDH41,9,0,0.081996013,5,216.2534,OUT035,2004,2,1,1,4301.068,9,Food,6,1
FDS28,8.18,1,0.082737261,5,57.3588,OUT018,2009,1,2,2,343.5528,4,Food,3,1
FDG02,7.855,0,0.011206632,3,191.4188,OUT027,1985,1,2,3,3998.7948,28,Food,5,1
FDS40,15.35,0,0.014047825,5,36.719,OUT045,2002,2,1,1,585.904,11,Food,7,1
